epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
1,20.588238372802735,0.135,20.023367351955837,0.12326389,2.3246272
2,19.520107040405275,0.1675,18.918297237820095,0.19270833,2.2561185
3,18.517964553833007,0.175,17.974689801534016,0.19270833,2.1886315
4,17.518935317993165,0.24625,17.192060894436306,0.22743055,2.0647388
5,16.760350875854492,0.21125,16.464362356397842,0.16840278,2.1218271
6,16.0177685546875,0.22875,15.535323672824436,0.24131945,2.1407874
7,15.189176025390625,0.2525,14.853630966610378,0.23958333,2.0264585
8,14.438986053466797,0.31875,14.108511765797934,0.2829861,1.9497538
9,13.904758033752442,0.25125,13.507177193959555,0.27083334,2.0520506
10,13.198844871520997,0.28125,12.89452732933892,0.28125,1.9476874
11,12.675994911193847,0.27375,12.437831030951607,0.234375,1.9930365
12,12.16109172821045,0.2575,11.839738051096598,0.30381945,2.014479
13,11.497304801940919,0.3325,11.358151700761583,0.28819445,1.8550932
14,11.130624160766601,0.27625,10.95528014500936,0.2517361,1.9631277
15,10.640504112243653,0.3,10.534733772277832,0.23958333,1.9204152
16,10.26026943206787,0.28125,10.027125570509169,0.2951389,1.9616153
17,9.84715919494629,0.26875,9.635958035786947,0.296875,1.9456778
18,9.456947402954102,0.29,9.321927123599583,0.26041666,1.9299252
19,9.087843208312988,0.3125,9.049943500094944,0.25868055,1.9138815
20,8.809236106872559,0.305,8.648097356160482,0.30381945,1.9684341
21,8.43172477722168,0.30375,8.378106991449991,0.24652778,1.9045508
22,8.098356399536133,0.33125,8.081381559371948,0.2777778,1.8663542
23,7.8718743324279785,0.30625,7.803889804416233,0.27430555,1.9170517
24,7.597840881347656,0.295,7.489830281999376,0.2986111,1.9040482
25,7.3134840393066405,0.32875,7.371440092722575,0.23784722,1.8652732
26,7.117305679321289,0.29875,7.118681192398071,0.24305555,1.9002624
27,6.966689910888672,0.28875,6.84916631380717,0.27083334,1.9675567
28,6.688839378356934,0.33625,6.648778120676677,0.27083334,1.8946295
29,6.5451157188415525,0.2975,6.468605703777737,0.28645834,1.9432356
30,6.292686901092529,0.31875,6.338118235270183,0.27256945,1.8719891
31,6.132092552185059,0.3025,6.073802338706122,0.32118055,1.8812652
32,5.988848495483398,0.3325,5.936966445710924,0.29166666,1.8989261
33,5.813000831604004,0.3175,5.8671788109673395,0.2482639,1.8740312
34,5.774823207855224,0.2875,5.681488672892253,0.2829861,1.9784944
35,5.49065788269043,0.33625,5.5232699447207985,0.31770834,1.829308
36,5.387347297668457,0.31375,5.476371818118626,0.27083334,1.8515618
37,5.311218738555908,0.3125,5.2925618224673805,0.3263889,1.8943602
38,5.130296134948731,0.3525,5.143243233362834,0.3263889,1.8252287
39,5.023914031982422,0.325,5.087787442737156,0.29166666,1.8242755
40,5.016627044677734,0.31875,4.970318026012844,0.30555555,1.9170073
41,4.749629440307618,0.3825,4.948159880108303,0.2795139,1.743489
42,4.773816757202148,0.3275,4.7501316865285235,0.30208334,1.855595
43,4.6245333862304685,0.3325,4.673754029803806,0.3090278,1.7893561
44,4.596365070343017,0.34625,4.600044144524468,0.3090278,1.8394812
45,4.427930316925049,0.375,4.568057404624091,0.2986111,1.7455157
46,4.464713973999023,0.33875,4.487190352545844,0.29166666,1.8515799
47,4.372367782592773,0.33625,4.5357133812374535,0.25694445,1.8256491
48,4.410511360168457,0.2975,4.4283578925662574,0.2795139,1.9273654
49,4.205430107116699,0.375,4.258318212297228,0.32291666,1.7821622
50,4.062356805801391,0.3975,4.229003985722859,0.328125,1.6930351
51,4.059245281219482,0.39625,4.215921786096361,0.30555555,1.740749
52,4.0785495376586915,0.3675,4.104277345869276,0.33680555,1.8109235
53,3.9930023765563964,0.36875,4.093538814120823,0.33506945,1.7734253
54,3.9314875698089597,0.36875,3.9904285271962485,0.3315972,1.7561551
55,3.915232162475586,0.385,4.106201979849073,0.23090278,1.7820393
56,3.83539231300354,0.375,3.936756650606791,0.30555555,1.7424104
57,3.8656006050109863,0.34,3.994374434153239,0.296875,1.8101532
58,3.778892650604248,0.375,3.884999487135145,0.3315972,1.7609935
59,3.732865056991577,0.37625,3.8004206683900623,0.359375,1.7496244
60,3.668147563934326,0.39,3.8383722967571683,0.3472222,1.7161134
61,3.6683298778533935,0.37,3.8005360894733005,0.3003472,1.7463249
62,3.6232773303985595,0.3725,3.9030056264665394,0.2673611,1.7310386
63,3.673957834243774,0.34375,3.7973471217685275,0.28993055,1.8113049
64,3.5779229640960692,0.38875,3.7057026757134333,0.30381945,1.7418525
65,3.555170488357544,0.365,3.7021520932515464,0.32291666,1.7438326
66,3.457948751449585,0.40375,3.660527163081699,0.3107639,1.670879
67,3.453515863418579,0.40875,3.6831749545203314,0.296875,1.6888719
68,3.3482852745056153,0.4275,3.5595711867014566,0.3472222,1.6050111
69,3.360736722946167,0.4375,3.551472438706292,0.33506945,1.6371006
70,3.405753450393677,0.395,3.53184794055091,0.31770834,1.7026398
71,3.441492700576782,0.355,3.497151149643792,0.3559028,1.7586397
72,3.3593868827819824,0.40375,3.6238725980122886,0.28993055,1.6955774
73,3.315743989944458,0.4125,3.5402871635225086,0.30208334,1.669038
74,3.2472478675842287,0.45375,3.4358522494633994,0.33854166,1.6164031
