epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
1,2.978004903793335,0.11125,2.8989941676457724,0.10069445,2.3912308
2,2.8605759143829346,0.085,2.819000350104438,0.097222224,2.3249161
3,2.7976754665374757,0.12375,2.7640056345197888,0.10069445,2.3184385
4,2.7389105415344237,0.10375,2.715379582511054,0.10069445,2.308533
5,2.6989293193817137,0.07125,2.6777534749772816,0.10069445,2.3098974
6,2.6611905765533446,0.1025,2.6432372199164496,0.098958336,2.307085
7,2.634495334625244,0.0875,2.6133052243126764,0.10069445,2.3104556
8,2.6034426212310793,0.0925,2.5890132321251764,0.098958336,2.3054569
9,2.5799254035949706,0.09875,2.5669470363193088,0.098958336,2.304801
10,2.556990966796875,0.11125,2.549379679891798,0.097222224,2.3022242
11,2.5429955101013184,0.0975,2.5311384995778403,0.10069445,2.3062956
12,2.525665693283081,0.0975,2.5155262682172985,0.10069445,2.3050652
13,2.5099130725860594,0.08875,2.504956841468811,0.10069445,2.303828
14,2.503723258972168,0.10625,2.4943359163072376,0.10069445,2.3103287
15,2.4926900386810305,0.09375,2.4794250064425998,0.10243055,2.310291
16,2.498128824234009,0.1075,2.4823585748672485,0.10069445,2.3266604
17,2.5272226524353028,0.095,2.5412535005145602,0.10069445,2.311308
18,2.541057004928589,0.09375,2.521268698904249,0.10069445,2.3126278
19,2.512714958190918,0.10625,2.5015477339426675,0.10069445,2.3042848
20,2.4943932914733886,0.0925,2.485412425465054,0.098958336,2.303715
21,2.479371690750122,0.08625,2.472306569417318,0.10069445,2.3032355
22,2.4678187656402586,0.09875,2.4614639812045627,0.097222224,2.303832
23,2.4574718570709226,0.09875,2.4524223539564343,0.098958336,2.3040032
24,2.449492025375366,0.095,2.443560653262668,0.10069445,2.30499
25,2.440743770599365,0.10125,2.436723060078091,0.10069445,2.3040662
26,2.435163974761963,0.095,2.428783138593038,0.10069445,2.3060238
27,2.4262835788726806,0.1,2.4225620693630643,0.10069445,2.3039267
28,2.4205179595947266,0.09625,2.4155593978034124,0.097222224,2.304686
29,2.411599655151367,0.11125,2.411014927758111,0.097222224,2.3020334
30,2.4098132419586182,0.0975,2.4052941136889987,0.10069445,2.3058538
31,2.4045591068267824,0.0825,2.3992709981070623,0.097222224,2.305539
32,2.3969427394866942,0.0825,2.394801961051093,0.10243055,2.302869
33,2.417692289352417,0.07875,2.4485442108578153,0.10069445,2.3137782
34,2.467371578216553,0.0975,2.458013587527805,0.10069445,2.3143876
35,2.448098659515381,0.1225,2.448744058609009,0.10069445,2.3028753
36,2.434368200302124,0.09875,2.4247582223680286,0.10069445,2.3053455
37,2.419747724533081,0.0775,2.413187093204922,0.10069445,2.303522
38,2.408613376617432,0.09875,2.4038442505730524,0.10069445,2.3027682
39,2.400814800262451,0.08875,2.3959704769982233,0.097222224,2.3035707
40,2.3925208568573,0.08,2.389364931318495,0.098958336,2.302653
41,2.3874213981628416,0.1025,2.383308529853821,0.10069445,2.3038845
42,2.3813668155670165,0.10125,2.3782538572947183,0.10069445,2.30334
43,2.3747456169128416,0.11375,2.374529480934143,0.10069445,2.301751
44,2.373955135345459,0.1025,2.369728273815579,0.10069445,2.305293
45,2.3685027885437013,0.12,2.3662964900334678,0.10069445,2.3035166
46,2.36605637550354,0.09375,2.3622930314805775,0.10069445,2.3045728
47,2.3614815044403077,0.09375,2.358739627732171,0.10069445,2.3035247
48,2.3579244422912597,0.1025,2.3555035723580255,0.10069445,2.3033776
49,2.355701141357422,0.1,2.3527004056506686,0.10243055,2.3042402
50,2.35227707862854,0.09875,2.350002725919088,0.097222224,2.3034906
51,2.349258613586426,0.11,2.3480916817982993,0.10243055,2.3031633
52,2.346902484893799,0.1075,2.346165908707513,0.097222224,2.3031905
53,2.346330156326294,0.08875,2.3432290156682334,0.10069445,2.3047464
54,2.3411975288391114,0.115,2.3474327855639987,0.10243055,2.3014784
55,2.3437184047698976,0.08,2.339864174524943,0.10069445,2.3058283
56,2.3390932941436766,0.1075,2.3376640213860407,0.10069445,2.3028612
57,2.336660146713257,0.1125,2.3354096280203924,0.10069445,2.302699
58,2.3349623489379883,0.0975,2.3334832323922052,0.10069445,2.303077
59,2.332996368408203,0.08625,2.3317300743526883,0.10069445,2.3029618
60,2.3309788608551028,0.09625,2.330143994755215,0.10069445,2.3026304
61,2.329674367904663,0.05875,2.3286755747265286,0.097222224,2.3028817
62,2.328371534347534,0.09125,2.3272763225767346,0.10069445,2.3030221
63,2.3260970878601075,0.12625,2.325961152712504,0.10069445,2.3020954
64,2.32590970993042,0.0825,2.324755072593689,0.10069445,2.303172
65,2.3240457344055176,0.09375,2.3236025306913586,0.10069445,2.3024955
66,2.323343029022217,0.10375,2.3225164148542614,0.10069445,2.30291
67,2.321927185058594,0.115,2.3215266863505044,0.10069445,2.3025463
68,2.3215052127838134,0.12125,2.3209477927949695,0.10069445,2.3030448
69,2.3255767250061035,0.125,2.3298270967271595,0.10069445,2.306079
70,2.3374853229522703,0.1025,2.3321797053019204,0.10069445,2.3082104
71,2.332391519546509,0.1,2.3296712372038098,0.10069445,2.3037255
72,2.3287835788726805,0.1025,2.3264881372451782,0.097222224,2.3040338
73,2.3259369945526123,0.09875,2.3229204018910727,0.10069445,2.304144
74,2.3214442253112795,0.09875,2.320602814356486,0.098958336,2.302273
75,2.319209547042847,0.1,2.318714314036899,0.105902776,2.3020554
76,2.3208233737945556,0.09875,2.318275637096829,0.11631945,2.3049471
77,2.318723268508911,0.105,2.316653198666043,0.105902776,2.3031218
78,2.3157890129089354,0.12625,2.3117743068271213,0.121527776,2.3014083
79,2.319160976409912,0.09375,2.3156803448994956,0.11111111,2.3049946
80,2.3136919593811034,0.125,2.310088555018107,0.097222224,2.299951
81,2.3150026988983154,0.125,2.323485493659973,0.10069445,2.300947
82,2.3204785442352294,0.105,2.317950341436598,0.10069445,2.304505
83,2.3188289070129393,0.09,2.315894749429491,0.10069445,2.3044634
84,2.3147965717315673,0.1025,2.3095929622650146,0.097222224,2.302049
85,2.3185054588317873,0.10375,2.3254335721333823,0.10069445,2.3036401
86,2.3270423412323,0.10875,2.325725475947062,0.10069445,2.3024445
87,2.3230727672576905,0.0875,2.3199862904018826,0.125,2.3016872
88,2.3168109703063964,0.115,2.302352097299364,0.104166664,2.2986436
89,2.328016519546509,0.09,2.3246799310048423,0.13020833,2.308877
90,2.324668960571289,0.10375,2.3188728623920016,0.097222224,2.3021421
91,2.3171644592285157,0.11625,2.322709229257372,0.10069445,2.297817
92,2.331681098937988,0.10375,2.32766064008077,0.097222224,2.3122103
93,2.330569543838501,0.0875,2.3293471998638577,0.09548611,2.3030481
94,2.3274805831909178,0.1025,2.3237550126181707,0.10069445,2.3030806
95,2.3199435806274415,0.11125,2.3080700503455267,0.14930555,2.2993886
96,2.2989736938476564,0.12,2.3322090175416736,0.109375,2.279067
97,2.325844783782959,0.1175,2.3272895548078747,0.10069445,2.3015995
