epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
38,2.1425100231170653,0.19,2.163464493221707,0.15972222,2.068186
39,2.315486583709717,0.15875,2.2460499074723987,0.2048611,2.2411406
40,2.2435802841186523,0.17625,2.2651690509584217,0.19097222,2.162794
41,2.1965324878692627,0.18625,2.1354595091607838,0.19618055,2.1156576
42,2.1538144016265868,0.20625,2.1395564874013266,0.16666667,2.0767727
43,2.1717380475997925,0.17375,2.132873793443044,0.171875,2.0980563
44,2.2193770933151247,0.16625,2.187097880575392,0.1857639,2.1478477
45,2.205531721115112,0.17625,2.1142491830719843,0.2048611,2.1342773
46,2.1761512422561644,0.205,2.151745186911689,0.21006945,2.1070051
47,2.1443921327590942,0.20125,2.0838691923353405,0.2361111,2.0771458
48,2.1253731775283815,0.185,2.0967350602149963,0.22395833,2.0601606
49,2.164230399131775,0.20375,2.0940457582473755,0.22916667,2.1000586
50,2.1208045625686647,0.185,2.055030173725552,0.22569445,2.0577805
51,2.1526947164535524,0.2,2.340185032950507,0.15104167,2.0910091
52,2.1611350917816163,0.1775,2.0822386940320334,0.21006945,2.0971863
53,2.1008899068832396,0.245,2.2115493615468345,0.1857639,2.0356588
54,2.1745383977890014,0.19625,2.116026679674784,0.19618055,2.1111693
55,2.1363985538482666,0.205,2.090572052531772,0.21875,2.0743568
56,2.1187064933776854,0.21125,2.0426564481523304,0.234375,2.0587778
57,2.0718578815460207,0.23375,2.035979323916965,0.2534722,2.0130777
58,2.0824450874328613,0.25,2.034806642267439,0.24131945,2.0251756
59,2.093441309928894,0.23,2.088882154888577,0.22569445,2.0372667
60,2.0529903268814085,0.2325,2.0085701677534313,0.2517361,1.9976765
61,2.0544002866744995,0.2275,1.9960675239562988,0.2534722,2.000588
62,2.0390927171707154,0.25,2.022356106175317,0.26041666,1.9863057
63,2.087710056304932,0.23625,2.073072327507867,0.2482639,2.0354726
64,2.027204098701477,0.26875,2.0047420395745172,0.25,1.9749674
65,2.0343224716186525,0.2475,2.014324552483029,0.2482639,1.9822705
66,1.9945424747467042,0.2775,2.176309506098429,0.21180555,1.9422919
67,2.0266793012619018,0.25125,1.9768255419201322,0.2621528,1.9720421
68,2.0109006357192993,0.2725,1.9675629006491766,0.265625,1.9564933
69,2.009362235069275,0.2725,1.9513095286157396,0.28125,1.9559088
70,2.04166241645813,0.24125,1.9658871756659613,0.27083334,1.9870187
71,2.0907545137405394,0.2325,2.018436392148336,0.23958333,2.0374553
72,2.1390340900421143,0.225,2.2625255319807263,0.1701389,2.0856414
73,2.109423131942749,0.215,2.0732790761523776,0.2326389,2.0547554
74,2.070109601020813,0.25,1.9879443711704678,0.25694445,2.0168066
75,1.9626218223571776,0.31,1.9996805058585272,0.25868055,1.9113926
76,1.9984119701385499,0.285,1.9426879220538669,0.30729166,1.9470372
77,1.9594615554809571,0.315,1.9361527231004503,0.2934028,1.9066174
78,1.9659043121337891,0.26125,1.9149233632617526,0.28125,1.9142958
79,1.9746147346496583,0.28375,1.9412306282255385,0.2673611,1.9222585
80,1.9977201414108277,0.255,1.9065816799799602,0.2934028,1.9446695
81,1.9410662794113158,0.2975,1.9246444702148438,0.30208334,1.8888288
82,1.9246669483184815,0.30375,1.8984587523672316,0.28819445,1.8730073
83,1.938394021987915,0.2825,1.924026952849494,0.2847222,1.8878777
84,2.0557305574417115,0.26375,2.3255240652296276,0.16493055,1.999075
85,2.098689384460449,0.23625,2.0433501402537027,0.2361111,2.035648
86,2.049670114517212,0.25,1.9155365294880338,0.3090278,1.9888933
87,1.9732125616073608,0.28375,2.013244046105279,0.26041666,1.9161346
88,1.943611602783203,0.27625,1.912159972720676,0.28993055,1.8889613
89,1.9474273920059204,0.28,1.9381583333015442,0.2795139,1.8928976
90,1.9566531038284303,0.30625,1.9019731216960483,0.28819445,1.9026055
91,1.9323232793807983,0.2925,1.9769831233554416,0.27430555,1.8790146
92,1.981886510848999,0.27875,1.9082224832640753,0.30555555,1.92911
93,1.914486699104309,0.30875,1.9439184930589464,0.27604166,1.8629212
94,1.9879209280014039,0.2675,1.9538991649945576,0.28645834,1.9362106
95,1.9697501468658447,0.27875,1.8949617743492126,0.30555555,1.9187361
96,1.90242488861084,0.32,1.8798058364126418,0.30208334,1.8526435
97,1.9215169429779053,0.315,1.8833029005262587,0.28645834,1.8724664
98,1.847176432609558,0.33625,1.8592726389567058,0.3246528,1.7974414
99,1.9288881015777588,0.29,1.8630642626020644,0.31770834,1.8788255
100,1.9308299255371093,0.30625,2.0035618344942727,0.2482639,1.8803003
End of training. Summary:
epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
Max accuracy row:
98,1.847176432609558,0.33625,1.8592726389567058,0.3246528,1.7974414
Max val_accuracy row:
98,1.847176432609558,0.33625,1.8592726389567058,0.3246528,1.7974414
