epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
1,14.051790084838867,0.12,13.697606563568115,0.15277778,2.3766944
2,13.396865692138672,0.15875,13.105414125654432,0.16145833,2.233782
3,12.838674697875977,0.17875,12.574051062266031,0.22222222,2.1662333
4,12.319872703552246,0.21375,12.137102868821886,0.22395833,2.1091628
5,11.890251350402831,0.235,11.61891476313273,0.22916667,2.1161523
6,11.395920448303222,0.2675,11.235806783040365,0.22916667,2.0316436
7,11.128070259094239,0.20875,10.922674073113335,0.2170139,2.1495683
8,10.674320411682128,0.25,10.498671160803902,0.2482639,2.0579402
9,10.223069648742676,0.28375,10.118607468075222,0.2795139,1.9497364
10,10.02327606201172,0.24,9.820266564687094,0.27604166,2.0746188
11,9.728986625671388,0.225,9.467511971791586,0.2673611,2.0859535
12,9.319188041687012,0.28375,9.276335769229465,0.2690972,1.9641976
13,9.094872512817382,0.27,8.938481648763021,0.25868055,2.0132287
14,8.738000335693359,0.29125,8.629943317837185,0.3142361,1.915597
15,8.552918853759765,0.27375,8.416414366828072,0.28993055,1.9774675
16,8.279032859802246,0.29875,8.275815857781303,0.2673611,1.9382674
17,8.12958267211914,0.2725,8.064496411217583,0.234375,2.0118492
18,7.972945652008057,0.2375,7.811803076002333,0.2534722,2.0673285
19,7.6573073768615725,0.29,7.627857658598158,0.2777778,1.9527464
20,7.442885093688965,0.28875,7.335824039247301,0.3003472,1.9293127
21,7.218710041046142,0.33625,7.2389589415656195,0.2673611,1.8870336
22,7.044397525787353,0.32875,7.00744989183214,0.2847222,1.8860292
23,6.898114490509033,0.3425,6.880855083465576,0.28819445,1.9048706
24,6.72739393234253,0.33625,6.825955073038737,0.28819445,1.8911482
25,6.63226697921753,0.28875,6.575824552112156,0.28819445,1.9449958
26,6.435785331726074,0.30125,6.442022959391276,0.2673611,1.8901443
27,6.299701690673828,0.28875,6.247022522820367,0.3159722,1.8887242
28,6.1661052322387695,0.2975,6.172829786936442,0.27256945,1.8833143
29,6.156074905395508,0.2825,6.0912514262729225,0.2638889,1.9963825
30,5.972595386505127,0.315,6.0010720358954535,0.2673611,1.9303077
31,5.820164642333984,0.325,5.839934296078152,0.30729166,1.8892107
32,5.664923400878906,0.325,5.832212527592977,0.24652778,1.8394846
33,5.660589733123779,0.28875,5.660302612516615,0.28125,1.9361278
34,5.541259498596191,0.29625,5.516610913806492,0.30208334,1.9133546
35,5.354194717407227,0.35125,5.458940770890978,0.30208334,1.817653
36,5.325780544281006,0.3375,5.327808592054579,0.30208334,1.876259
37,5.212039947509766,0.32375,5.300548262066311,0.25,1.8463484
38,5.098929920196533,0.33875,5.155221488740709,0.28819445,1.8130192
39,4.9978928375244145,0.3675,5.064110808902317,0.3003472,1.7876673
40,4.989437351226806,0.3375,5.065324809816149,0.2934028,1.8517425
41,4.952479267120362,0.31875,4.965879334343804,0.2795139,1.884699
42,4.86645751953125,0.335,4.864222102695042,0.3246528,1.8661742
43,4.752323970794678,0.3425,4.802573574913873,0.31770834,1.8157529
44,4.742364749908448,0.33,4.772274997499254,0.3125,1.8668485
45,4.628047256469727,0.33875,4.714495658874512,0.3090278,1.8114542
46,4.56667465209961,0.33625,4.621122519175212,0.29166666,1.8059484
47,4.481071643829345,0.37125,4.576604180865818,0.2951389,1.7737634
48,4.547285118103027,0.295,4.5476959811316595,0.3142361,1.8915083
49,4.416873188018799,0.35875,4.588941309187147,0.2638889,1.8108729
50,4.341631832122803,0.3675,4.4852827125125465,0.2621528,1.7829692
51,4.292594127655029,0.38875,4.397619061999851,0.3090278,1.7791307
52,4.217815227508545,0.385,4.351433409584893,0.32291666,1.7477952
53,4.158802051544189,0.39125,4.3222443792555065,0.3125,1.730277
54,4.19198148727417,0.35,4.241239229838054,0.3159722,1.804119
55,4.136707239151001,0.35125,4.194670412275526,0.31770834,1.7882229
56,4.052726097106934,0.36375,4.152674886915419,0.33680555,1.7419482
57,4.041203298568726,0.37125,4.103448020087348,0.3402778,1.7660843
58,3.9270582675933836,0.40875,4.119070000118679,0.30729166,1.6859778
59,4.036247644424439,0.37125,4.172063244713677,0.27256945,1.8281884
60,3.9420546531677245,0.365,4.006513516108195,0.33333334,1.766557
61,3.8173459720611573,0.38625,4.002389616436428,0.32291666,1.672268
62,3.778535556793213,0.39,4.0200073851479425,0.30555555,1.6627611
63,3.8954372215270996,0.35375,4.088219152556525,0.2795139,1.8083012
64,3.8998738670349122,0.32,3.9088028404447765,0.3246528,1.8417298
65,3.8705477809906004,0.33875,3.9106440676583185,0.3246528,1.8399894
66,3.7520574855804445,0.36875,3.8652866548962064,0.32118055,1.7476767
67,3.6672958660125734,0.3775,3.775923212369283,0.34375,1.6877023
68,3.65705659866333,0.3975,3.96942138671875,0.2482639,1.7008685
69,3.822552785873413,0.2975,3.9311532974243164,0.25868055,1.8895377
70,3.7262574291229247,0.34875,3.8023954497443304,0.3003472,1.8173207
71,3.571891202926636,0.4075,3.751535561349657,0.3298611,1.6845274
72,3.5608844470977785,0.39125,3.7956394486957126,0.29166666,1.6941735
73,3.481214475631714,0.4,3.6829611195458307,0.30729166,1.6347325
74,3.490260934829712,0.4125,3.7165969610214233,0.3125,1.66351
75,3.4698339557647704,0.41875,3.687484542528788,0.31770834,1.6621687
